annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,sortino_ratio,portfolio_df
-0.010026793965027703,0.10701568297283115,-0.3740273654581039,-0.22245533626651726,-0.6037854783295264,"          date  portfolio_value
0   2022-01-03     1.001253e+06
1   2022-01-04     9.892759e+05
2   2022-01-05     9.877399e+05
3   2022-01-06     9.830109e+05
4   2022-01-07     9.799967e+05
..         ...              ...
747 2024-12-23     9.774275e+05
748 2024-12-24     9.728385e+05
749 2024-12-26     9.757995e+05
750 2024-12-27     9.761248e+05
751 2024-12-30     9.704142e+05

[752 rows x 2 columns]"
