portfolio_values,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio
"2019-01-03    1.001767e+06
2019-01-04    9.938815e+05
2019-01-07    9.929499e+05
2019-01-08    9.914346e+05
2019-01-09    9.934935e+05
                  ...     
2024-12-23    9.304048e+05
2024-12-24    9.339324e+05
2024-12-26    9.331021e+05
2024-12-27    9.280106e+05
2024-12-30    9.285123e+05
Length: 1508, dtype: float64",-0.012318229206847331,0.08145142877254424,-0.4124250897652479,-0.6472316295296799,-0.312349811795273,-0.03943728711103309
